season,match_name,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2020,Liverpool vs Crystal Palace,1.01,1.09,1.16,Liverpool,Crystal Palace,2,0,HOME_TEAM
2020,Manchester City vs Everton,1.01,1.06,1.1,Manchester City,Everton,5,0,HOME_TEAM
2020,Sheffield Utd vs Burnley,1.03,1.03,1.03,Sheffield Utd,Burnley,1,0,HOME_TEAM
2020,West Ham vs Southampton,1.02,1.04,1.05,West Ham,Southampton,3,0,HOME_TEAM
2020,Wolves vs Manchester Utd,1.02,1.03,1.03,Wolves,Manchester Utd,1,2,AWAY_TEAM
2020,Burnley vs Liverpool,1.1,1.06,1.01,Burnley,Liverpool,0,3,AWAY_TEAM
2020,West Brom vs West Ham,1.05,1.04,1.02,West Brom,West Ham,1,3,AWAY_TEAM
2020,Crystal Palace vs Arsenal,1.06,1.04,1.02,Crystal Palace,Arsenal,1,3,AWAY_TEAM
2020,Everton vs Wolves,1.02,1.04,1.05,Everton,Wolves,1,0,HOME_TEAM
2020,Newcastle vs Sheffield Utd,1.02,1.04,1.04,Newcastle,Sheffield Utd,1,0,HOME_TEAM
2020,Tottenham vs Aston Villa,1.02,1.04,1.05,Tottenham,Aston Villa,1,2,AWAY_TEAM
2020,Chelsea vs Leicester,1.02,1.04,1.05,Chelsea,Leicester,2,1,HOME_TEAM
2020,Brighton vs Manchester City,1.07,1.05,1.01,Brighton,Manchester City,3,2,HOME_TEAM
2020,Manchester Utd vs Fulham,1.01,1.06,1.1,Manchester Utd,Fulham,1,1,DRAW
2020,Southampton vs Leeds,1.03,1.04,1.02,Southampton,Leeds,0,2,AWAY_TEAM
2020,Everton vs Sheffield Utd,1.01,1.05,1.09,Everton,Sheffield Utd,0,1,AWAY_TEAM
2020,West Brom vs Liverpool,1.13,1.07,1.01,West Brom,Liverpool,1,2,AWAY_TEAM
2020,Tottenham vs Wolves,1.02,1.05,1.06,Tottenham,Wolves,2,0,HOME_TEAM
2020,Crystal Palace vs Aston Villa,1.03,1.04,1.02,Crystal Palace,Aston Villa,3,2,HOME_TEAM
2020,Brighton vs West Ham,1.03,1.04,1.02,Brighton,West Ham,1,1,DRAW
2020,Southampton vs Fulham,1.02,1.04,1.04,Southampton,Fulham,3,1,HOME_TEAM
2020,Burnley vs Leeds,1.04,1.04,1.02,Burnley,Leeds,0,4,AWAY_TEAM
2020,Newcastle vs Manchester City,1.09,1.06,1.01,Newcastle,Manchester City,3,4,AWAY_TEAM
2020,Manchester Utd vs Liverpool,1.03,1.04,1.02,Manchester Utd,Liverpool,2,4,AWAY_TEAM
2020,Aston Villa vs Everton,1.03,1.03,1.02,Aston Villa,Everton,0,0,DRAW
2020,Chelsea vs Arsenal,1.02,1.03,1.04,Chelsea,Arsenal,0,1,AWAY_TEAM
2020,Southampton vs Crystal Palace,1.02,1.04,1.04,Southampton,Crystal Palace,3,1,HOME_TEAM
2020,Manchester Utd vs Leicester,1.04,1.04,1.02,Manchester Utd,Leicester,1,2,AWAY_TEAM
2020,Fulham vs Burnley,1.02,1.03,1.03,Fulham,Burnley,0,2,AWAY_TEAM
2020,Arsenal vs West Brom,1.01,1.05,1.07,Arsenal,West Brom,3,1,HOME_TEAM
2020,West Ham vs Everton,1.02,1.04,1.03,West Ham,Everton,0,1,AWAY_TEAM
2020,Aston Villa vs Manchester Utd,1.04,1.04,1.02,Aston Villa,Manchester Utd,1,3,AWAY_TEAM
2020,Wolves vs Brighton,1.04,1.03,1.02,Wolves,Brighton,2,1,HOME_TEAM
2020,Liverpool vs Southampton,1.01,1.06,1.09,Liverpool,Southampton,2,0,HOME_TEAM
2020,Manchester City vs Chelsea,1.02,1.03,1.04,Manchester City,Chelsea,1,2,AWAY_TEAM
2020,Sheffield Utd vs Crystal Palace,1.03,1.03,1.03,Sheffield Utd,Crystal Palace,0,2,AWAY_TEAM
2020,Leeds vs Tottenham,1.04,1.04,1.02,Leeds,Tottenham,3,1,HOME_TEAM
2020,Leicester vs Newcastle,1.01,1.05,1.08,Leicester,Newcastle,2,4,AWAY_TEAM
2020,Burnley vs West Ham,1.03,1.04,1.02,Burnley,West Ham,1,2,AWAY_TEAM
2020,West Brom vs Wolves,1.03,1.03,1.03,West Brom,Wolves,1,1,DRAW
2020,Tottenham vs Sheffield Utd,1.01,1.05,1.1,Tottenham,Sheffield Utd,4,0,HOME_TEAM
2020,Newcastle vs Arsenal,1.04,1.04,1.02,Newcastle,Arsenal,0,2,AWAY_TEAM
2020,Everton vs Aston Villa,1.02,1.04,1.04,Everton,Aston Villa,1,2,AWAY_TEAM
2020,Chelsea vs Fulham,1.01,1.04,1.08,Chelsea,Fulham,2,0,HOME_TEAM
2020,Brighton vs Leeds,1.02,1.04,1.04,Brighton,Leeds,2,0,HOME_TEAM
2020,Crystal Palace vs Manchester City,1.1,1.05,1.01,Crystal Palace,Manchester City,0,2,AWAY_TEAM
2020,Southampton vs Leicester,1.04,1.04,1.02,Southampton,Leicester,1,1,DRAW
2020,Leicester vs Crystal Palace,1.01,1.05,1.08,Leicester,Crystal Palace,2,1,HOME_TEAM
2020,Aston Villa vs West Brom,1.02,1.03,1.04,Aston Villa,West Brom,2,2,DRAW
2020,Leeds vs Manchester Utd,1.04,1.04,1.02,Leeds,Manchester Utd,0,0,DRAW
2020,Wolves vs Burnley,1.02,1.03,1.03,Wolves,Burnley,0,4,AWAY_TEAM
2020,Sheffield Utd vs Brighton,1.06,1.04,1.02,Sheffield Utd,Brighton,1,0,HOME_TEAM
2020,West Ham vs Chelsea,1.05,1.04,1.02,West Ham,Chelsea,0,1,AWAY_TEAM
2020,Liverpool vs Newcastle,1.01,1.07,1.13,Liverpool,Newcastle,1,1,DRAW
2020,Arsenal vs Everton,1.02,1.04,1.04,Arsenal,Everton,0,1,AWAY_TEAM
2020,Leicester vs West Brom,1.02,1.04,1.06,Leicester,West Brom,3,0,HOME_TEAM
2020,Aston Villa vs Manchester City,1.1,1.05,1.01,Aston Villa,Manchester City,1,2,AWAY_TEAM
2020,Tottenham vs Southampton,1.02,1.04,1.04,Tottenham,Southampton,2,1,HOME_TEAM
2020,Chelsea vs Brighton,1.02,1.04,1.06,Chelsea,Brighton,0,0,DRAW
2020,Leeds vs Liverpool,1.05,1.05,1.02,Leeds,Liverpool,1,1,DRAW
2020,Manchester Utd vs Burnley,1.01,1.05,1.09,Manchester Utd,Burnley,3,1,HOME_TEAM
2020,Arsenal vs Fulham,1.02,1.04,1.04,Arsenal,Fulham,1,1,DRAW
2020,Wolves vs Sheffield Utd,1.02,1.03,1.05,Wolves,Sheffield Utd,1,0,HOME_TEAM
2020,Newcastle vs West Ham,1.03,1.03,1.02,Newcastle,West Ham,3,2,HOME_TEAM
2020,Everton vs Tottenham,1.04,1.03,1.02,Everton,Tottenham,2,2,DRAW
2020,Brighton vs Everton,1.02,1.03,1.04,Brighton,Everton,0,0,DRAW
2020,West Brom vs Southampton,1.04,1.04,1.02,West Brom,Southampton,3,0,HOME_TEAM
2020,Sheffield Utd vs Arsenal,1.06,1.04,1.02,Sheffield Utd,Arsenal,0,3,AWAY_TEAM
2020,Tottenham vs Manchester Utd,1.03,1.04,1.02,Tottenham,Manchester Utd,1,3,AWAY_TEAM
2020,West Ham vs Leicester,1.03,1.03,1.02,West Ham,Leicester,3,2,HOME_TEAM
2020,Burnley vs Newcastle,1.02,1.03,1.03,Burnley,Newcastle,1,2,AWAY_TEAM
2020,Crystal Palace vs Chelsea,1.07,1.04,1.01,Crystal Palace,Chelsea,1,4,AWAY_TEAM
2020,Liverpool vs Aston Villa,1.01,1.05,1.07,Liverpool,Aston Villa,2,1,HOME_TEAM
2020,Manchester City vs Leeds,1.01,1.05,1.08,Manchester City,Leeds,1,2,AWAY_TEAM
2020,Fulham vs Wolves,1.03,1.03,1.03,Fulham,Wolves,0,1,AWAY_TEAM
2020,Wolves vs West Ham,1.03,1.03,1.03,Wolves,West Ham,2,3,AWAY_TEAM
2020,Everton vs Crystal Palace,1.02,1.04,1.05,Everton,Crystal Palace,1,1,DRAW
2020,Manchester Utd vs Brighton,1.02,1.04,1.05,Manchester Utd,Brighton,2,1,HOME_TEAM
2020,Aston Villa vs Fulham,1.03,1.03,1.03,Aston Villa,Fulham,3,1,HOME_TEAM
2020,Newcastle vs Tottenham,1.05,1.04,1.02,Newcastle,Tottenham,2,2,DRAW
2020,Southampton vs Burnley,1.02,1.03,1.04,Southampton,Burnley,3,2,HOME_TEAM
2020,Arsenal vs Liverpool,1.03,1.04,1.02,Arsenal,Liverpool,0,3,AWAY_TEAM
2020,Leicester vs Manchester City,1.05,1.04,1.02,Leicester,Manchester City,0,2,AWAY_TEAM
2020,Leeds vs Sheffield Utd,1.02,1.04,1.06,Leeds,Sheffield Utd,2,1,HOME_TEAM
2020,Chelsea vs West Brom,1.01,1.06,1.12,Chelsea,West Brom,2,5,AWAY_TEAM
2020,Aston Villa vs Tottenham,1.03,1.03,1.02,Aston Villa,Tottenham,0,2,AWAY_TEAM
2020,West Ham vs Arsenal,1.04,1.03,1.02,West Ham,Arsenal,3,3,DRAW
2020,Brighton vs Newcastle,1.02,1.04,1.06,Brighton,Newcastle,3,0,HOME_TEAM
2020,Fulham vs Leeds,1.03,1.03,1.03,Fulham,Leeds,1,2,AWAY_TEAM
2020,Wolves vs Liverpool,1.06,1.04,1.02,Wolves,Liverpool,0,1,AWAY_TEAM
2020,Manchester Utd vs West Ham,1.02,1.04,1.05,Manchester Utd,West Ham,1,0,HOME_TEAM
2020,Arsenal vs Tottenham,1.03,1.03,1.03,Arsenal,Tottenham,2,1,HOME_TEAM
2020,Leicester vs Sheffield Utd,1.02,1.04,1.08,Leicester,Sheffield Utd,5,0,HOME_TEAM
2020,Southampton vs Brighton,1.03,1.03,1.02,Southampton,Brighton,1,2,AWAY_TEAM
2020,Fulham vs Manchester City,1.09,1.05,1.01,Fulham,Manchester City,0,3,AWAY_TEAM
2020,Everton vs Burnley,1.02,1.03,1.04,Everton,Burnley,1,2,AWAY_TEAM
2020,Crystal Palace vs West Brom,1.02,1.03,1.03,Crystal Palace,West Brom,1,0,HOME_TEAM
2020,Leeds vs Chelsea,1.05,1.04,1.02,Leeds,Chelsea,0,0,DRAW
2020,Newcastle vs Aston Villa,1.04,1.03,1.02,Newcastle,Aston Villa,1,1,DRAW
2020,Manchester City vs Southampton,1.01,1.08,1.17,Manchester City,Southampton,5,2,HOME_TEAM
2020,West Ham vs Leeds,1.02,1.04,1.03,West Ham,Leeds,2,0,HOME_TEAM
2020,Chelsea vs Everton,1.02,1.04,1.06,Chelsea,Everton,2,0,HOME_TEAM
2020,Tottenham vs Crystal Palace,1.02,1.04,1.07,Tottenham,Crystal Palace,4,1,HOME_TEAM
2020,Manchester City vs Manchester Utd,1.01,1.04,1.07,Manchester City,Manchester Utd,0,2,AWAY_TEAM
2020,Liverpool vs Fulham,1.02,1.04,1.06,Liverpool,Fulham,0,1,AWAY_TEAM
2020,West Brom vs Newcastle,1.02,1.03,1.03,West Brom,Newcastle,0,0,DRAW
2020,Brighton vs Leicester,1.03,1.03,1.03,Brighton,Leicester,1,2,AWAY_TEAM
2020,Aston Villa vs Wolves,1.03,1.03,1.03,Aston Villa,Wolves,0,0,DRAW
2020,Sheffield Utd vs Southampton,1.04,1.03,1.02,Sheffield Utd,Southampton,0,2,AWAY_TEAM
2020,Burnley vs Arsenal,1.05,1.04,1.02,Burnley,Arsenal,1,1,DRAW
2020,Liverpool vs Chelsea,1.02,1.04,1.03,Liverpool,Chelsea,0,1,AWAY_TEAM
2020,Fulham vs Tottenham,1.04,1.03,1.02,Fulham,Tottenham,0,1,AWAY_TEAM
2020,West Brom vs Everton,1.04,1.03,1.02,West Brom,Everton,0,1,AWAY_TEAM
2020,Crystal Palace vs Manchester Utd,1.08,1.05,1.01,Crystal Palace,Manchester Utd,0,0,DRAW
2020,Burnley vs Leicester,1.04,1.03,1.02,Burnley,Leicester,1,1,DRAW
2020,Sheffield Utd vs Aston Villa,1.04,1.03,1.02,Sheffield Utd,Aston Villa,1,0,HOME_TEAM
2020,Manchester City vs Wolves,1.01,1.07,1.15,Manchester City,Wolves,4,1,HOME_TEAM
2020,Everton vs Southampton,1.02,1.03,1.04,Everton,Southampton,1,0,HOME_TEAM
2020,Sheffield Utd vs Liverpool,1.08,1.05,1.01,Sheffield Utd,Liverpool,0,2,AWAY_TEAM
2020,Chelsea vs Manchester Utd,1.02,1.03,1.03,Chelsea,Manchester Utd,0,0,DRAW
2020,Tottenham vs Burnley,1.01,1.04,1.07,Tottenham,Burnley,4,0,HOME_TEAM
2020,Crystal Palace vs Fulham,1.03,1.03,1.02,Crystal Palace,Fulham,0,0,DRAW
2020,Leicester vs Arsenal,1.02,1.03,1.03,Leicester,Arsenal,1,3,AWAY_TEAM
2020,Newcastle vs Wolves,1.04,1.03,1.02,Newcastle,Wolves,1,1,DRAW
2020,Leeds vs Aston Villa,1.02,1.04,1.03,Leeds,Aston Villa,0,1,AWAY_TEAM
2020,West Brom vs Brighton,1.05,1.04,1.02,West Brom,Brighton,1,0,HOME_TEAM
2020,Manchester City vs West Ham,1.01,1.06,1.11,Manchester City,West Ham,2,1,HOME_TEAM
2020,Leeds vs Southampton,1.02,1.04,1.03,Leeds,Southampton,3,0,HOME_TEAM
2020,Brighton vs Crystal Palace,1.02,1.04,1.05,Brighton,Crystal Palace,1,2,AWAY_TEAM
2020,Manchester Utd vs Newcastle,1.01,1.05,1.1,Manchester Utd,Newcastle,3,1,HOME_TEAM
2020,Arsenal vs Manchester City,1.07,1.05,1.01,Arsenal,Manchester City,0,1,AWAY_TEAM
2020,Aston Villa vs Leicester,1.04,1.04,1.02,Aston Villa,Leicester,1,2,AWAY_TEAM
2020,West Ham vs Tottenham,1.03,1.03,1.02,West Ham,Tottenham,2,1,HOME_TEAM
2020,Fulham vs Sheffield Utd,1.02,1.03,1.04,Fulham,Sheffield Utd,1,0,HOME_TEAM
2020,Liverpool vs Everton,1.01,1.05,1.08,Liverpool,Everton,0,2,AWAY_TEAM
2020,Burnley vs West Brom,1.02,1.03,1.04,Burnley,West Brom,0,0,DRAW
2020,Southampton vs Chelsea,1.05,1.04,1.02,Southampton,Chelsea,1,1,DRAW
2020,Wolves vs Leeds,1.02,1.03,1.03,Wolves,Leeds,1,0,HOME_TEAM
2020,Everton vs Manchester City,1.11,1.06,1.01,Everton,Manchester City,1,3,AWAY_TEAM
2020,Burnley vs Fulham,1.03,1.03,1.03,Burnley,Fulham,1,1,DRAW
2020,Chelsea vs Newcastle,1.01,1.06,1.11,Chelsea,Newcastle,2,0,HOME_TEAM
2020,West Ham vs Sheffield Utd,1.02,1.03,1.04,West Ham,Sheffield Utd,3,0,HOME_TEAM
2020,Everton vs Fulham,1.02,1.03,1.04,Everton,Fulham,0,2,AWAY_TEAM
2020,Arsenal vs Leeds,1.02,1.04,1.04,Arsenal,Leeds,4,2,HOME_TEAM
2020,West Brom vs Manchester Utd,1.1,1.06,1.01,West Brom,Manchester Utd,1,1,DRAW
2020,Southampton vs Wolves,1.02,1.03,1.03,Southampton,Wolves,1,2,AWAY_TEAM
2020,Brighton vs Aston Villa,1.03,1.03,1.03,Brighton,Aston Villa,0,0,DRAW
2020,Manchester City vs Tottenham,1.01,1.06,1.09,Manchester City,Tottenham,3,0,HOME_TEAM
2020,Crystal Palace vs Burnley,1.03,1.03,1.03,Crystal Palace,Burnley,0,3,AWAY_TEAM
2020,Leicester vs Liverpool,1.04,1.04,1.02,Leicester,Liverpool,3,1,HOME_TEAM
2020,Leeds vs Crystal Palace,1.02,1.04,1.04,Leeds,Crystal Palace,2,0,HOME_TEAM
2020,Sheffield Utd vs Chelsea,1.07,1.04,1.01,Sheffield Utd,Chelsea,1,2,AWAY_TEAM
2020,Liverpool vs Manchester City,1.03,1.04,1.02,Liverpool,Manchester City,1,4,AWAY_TEAM
2020,Wolves vs Leicester,1.03,1.03,1.02,Wolves,Leicester,0,0,DRAW
2020,Tottenham vs West Brom,1.01,1.05,1.09,Tottenham,West Brom,2,0,HOME_TEAM
2020,Manchester Utd vs Everton,1.02,1.04,1.05,Manchester Utd,Everton,3,3,DRAW
2020,Fulham vs West Ham,1.04,1.04,1.02,Fulham,West Ham,0,0,DRAW
2020,Burnley vs Brighton,1.04,1.03,1.02,Burnley,Brighton,1,1,DRAW
2020,Newcastle vs Southampton,1.03,1.04,1.02,Newcastle,Southampton,3,2,HOME_TEAM
2020,Aston Villa vs Arsenal,1.03,1.03,1.02,Aston Villa,Arsenal,1,0,HOME_TEAM
2020,Tottenham vs Chelsea,1.04,1.04,1.02,Tottenham,Chelsea,0,1,AWAY_TEAM
2020,Aston Villa vs West Ham,1.02,1.03,1.03,Aston Villa,West Ham,1,3,AWAY_TEAM
2020,Liverpool vs Brighton,1.01,1.05,1.07,Liverpool,Brighton,0,1,AWAY_TEAM
2020,Leeds vs Everton,1.03,1.03,1.03,Leeds,Everton,1,2,AWAY_TEAM
2020,Burnley vs Manchester City,1.16,1.07,1.01,Burnley,Manchester City,0,2,AWAY_TEAM
2020,Fulham vs Leicester,1.04,1.03,1.02,Fulham,Leicester,0,2,AWAY_TEAM
2020,Manchester Utd vs Southampton,1.01,1.05,1.07,Manchester Utd,Southampton,9,0,HOME_TEAM
2020,Newcastle vs Crystal Palace,1.03,1.03,1.03,Newcastle,Crystal Palace,1,2,AWAY_TEAM
2020,Sheffield Utd vs West Brom,1.02,1.03,1.04,Sheffield Utd,West Brom,2,1,HOME_TEAM
2020,Wolves vs Arsenal,1.04,1.03,1.02,Wolves,Arsenal,2,1,HOME_TEAM
2020,Brighton vs Tottenham,1.03,1.03,1.02,Brighton,Tottenham,1,0,HOME_TEAM
2020,West Ham vs Liverpool,1.03,1.04,1.02,West Ham,Liverpool,1,3,AWAY_TEAM
2020,Leicester vs Leeds,1.02,1.04,1.04,Leicester,Leeds,1,3,AWAY_TEAM
2020,Chelsea vs Burnley,1.01,1.05,1.1,Chelsea,Burnley,2,0,HOME_TEAM
2020,Southampton vs Aston Villa,1.03,1.04,1.02,Southampton,Aston Villa,0,1,AWAY_TEAM
2020,Arsenal vs Manchester Utd,1.03,1.04,1.02,Arsenal,Manchester Utd,0,0,DRAW
2020,Crystal Palace vs Wolves,1.03,1.03,1.03,Crystal Palace,Wolves,1,0,HOME_TEAM
2020,Manchester City vs Sheffield Utd,1.01,1.08,1.18,Manchester City,Sheffield Utd,1,0,HOME_TEAM
2020,West Brom vs Fulham,1.04,1.03,1.02,West Brom,Fulham,2,2,DRAW
2020,Everton vs Newcastle,1.02,1.04,1.06,Everton,Newcastle,0,2,AWAY_TEAM
2020,Tottenham vs Liverpool,1.04,1.04,1.02,Tottenham,Liverpool,1,3,AWAY_TEAM
2020,Everton vs Leicester,1.03,1.03,1.02,Everton,Leicester,1,1,DRAW
2020,Manchester Utd vs Sheffield Utd,1.01,1.06,1.11,Manchester Utd,Sheffield Utd,1,2,AWAY_TEAM
2020,Brighton vs Fulham,1.02,1.03,1.04,Brighton,Fulham,0,0,DRAW
2020,Burnley vs Aston Villa,1.04,1.04,1.02,Burnley,Aston Villa,3,2,HOME_TEAM
2020,Chelsea vs Wolves,1.02,1.04,1.06,Chelsea,Wolves,0,0,DRAW
2020,Southampton vs Arsenal,1.04,1.04,1.02,Southampton,Arsenal,1,3,AWAY_TEAM
2020,West Brom vs Manchester City,1.2,1.08,1.01,West Brom,Manchester City,0,5,AWAY_TEAM
2020,Crystal Palace vs West Ham,1.04,1.03,1.02,Crystal Palace,West Ham,2,3,AWAY_TEAM
2020,Newcastle vs Leeds,1.04,1.04,1.02,Newcastle,Leeds,1,2,AWAY_TEAM
2020,Aston Villa vs Newcastle,1.02,1.05,1.06,Aston Villa,Newcastle,2,0,HOME_TEAM
2020,Liverpool vs Burnley,1.01,1.06,1.1,Liverpool,Burnley,0,1,AWAY_TEAM
2020,Fulham vs Manchester Utd,1.06,1.04,1.02,Fulham,Manchester Utd,1,2,AWAY_TEAM
2020,Manchester City vs Aston Villa,1.01,1.06,1.1,Manchester City,Aston Villa,2,0,HOME_TEAM
2020,Leicester vs Chelsea,1.03,1.03,1.03,Leicester,Chelsea,2,0,HOME_TEAM
2020,West Ham vs West Brom,1.02,1.04,1.07,West Ham,West Brom,2,1,HOME_TEAM
2020,Arsenal vs Newcastle,1.01,1.05,1.08,Arsenal,Newcastle,3,0,HOME_TEAM
2020,Manchester City vs Crystal Palace,1.01,1.08,1.17,Manchester City,Crystal Palace,4,0,HOME_TEAM
2020,Liverpool vs Manchester Utd,1.02,1.04,1.04,Liverpool,Manchester Utd,0,0,DRAW
2020,Sheffield Utd vs Tottenham,1.05,1.04,1.02,Sheffield Utd,Tottenham,1,3,AWAY_TEAM
2020,Leicester vs Southampton,1.02,1.04,1.05,Leicester,Southampton,2,0,HOME_TEAM
2020,Fulham vs Chelsea,1.06,1.04,1.02,Fulham,Chelsea,0,1,AWAY_TEAM
2020,Leeds vs Brighton,1.02,1.04,1.03,Leeds,Brighton,0,1,AWAY_TEAM
2020,West Ham vs Burnley,1.02,1.04,1.05,West Ham,Burnley,1,0,HOME_TEAM
2020,Wolves vs West Brom,1.02,1.04,1.06,Wolves,West Brom,2,3,AWAY_TEAM
2020,Arsenal vs Crystal Palace,1.02,1.04,1.05,Arsenal,Crystal Palace,0,0,DRAW
2020,Tottenham vs Fulham,1.02,1.04,1.06,Tottenham,Fulham,1,1,DRAW
2020,Manchester City vs Brighton,1.01,1.08,1.17,Manchester City,Brighton,1,0,HOME_TEAM
2020,Burnley vs Manchester Utd,1.08,1.05,1.01,Burnley,Manchester Utd,0,1,AWAY_TEAM
2020,Wolves vs Everton,1.03,1.03,1.03,Wolves,Everton,1,2,AWAY_TEAM
2020,Sheffield Utd vs Newcastle,1.02,1.03,1.03,Sheffield Utd,Newcastle,1,0,HOME_TEAM
2020,Southampton vs Liverpool,1.06,1.05,1.01,Southampton,Liverpool,1,0,HOME_TEAM
2020,Chelsea vs Manchester City,1.03,1.04,1.02,Chelsea,Manchester City,1,3,AWAY_TEAM
2020,Newcastle vs Leicester,1.06,1.04,1.02,Newcastle,Leicester,1,2,AWAY_TEAM
2020,West Brom vs Arsenal,1.06,1.04,1.02,West Brom,Arsenal,0,4,AWAY_TEAM
2020,Brighton vs Wolves,1.03,1.03,1.03,Brighton,Wolves,3,3,DRAW
2020,Crystal Palace vs Sheffield Utd,1.02,1.03,1.04,Crystal Palace,Sheffield Utd,2,0,HOME_TEAM
2020,Tottenham vs Leeds,1.02,1.04,1.04,Tottenham,Leeds,3,0,HOME_TEAM
2020,Manchester Utd vs Aston Villa,1.02,1.04,1.05,Manchester Utd,Aston Villa,2,1,HOME_TEAM
2020,Everton vs West Ham,1.02,1.03,1.03,Everton,West Ham,0,1,AWAY_TEAM
2020,Newcastle vs Liverpool,1.11,1.06,1.01,Newcastle,Liverpool,0,0,DRAW
2020,Manchester Utd vs Wolves,1.02,1.04,1.06,Manchester Utd,Wolves,1,0,HOME_TEAM
2020,Brighton vs Arsenal,1.04,1.03,1.02,Brighton,Arsenal,0,1,AWAY_TEAM
2020,Burnley vs Sheffield Utd,1.02,1.03,1.03,Burnley,Sheffield Utd,1,0,HOME_TEAM
2020,Southampton vs West Ham,1.02,1.04,1.04,Southampton,West Ham,0,0,DRAW
2020,West Brom vs Leeds,1.04,1.04,1.02,West Brom,Leeds,0,5,AWAY_TEAM
2020,Chelsea vs Aston Villa,1.02,1.04,1.04,Chelsea,Aston Villa,1,1,DRAW
2020,Crystal Palace vs Leicester,1.03,1.03,1.02,Crystal Palace,Leicester,1,1,DRAW
2020,Wolves vs Tottenham,1.04,1.03,1.02,Wolves,Tottenham,1,1,DRAW
2020,Liverpool vs West Brom,1.01,1.09,1.21,Liverpool,West Brom,1,1,DRAW
2020,West Ham vs Brighton,1.02,1.03,1.03,West Ham,Brighton,2,2,DRAW
2020,Leeds vs Burnley,1.02,1.04,1.05,Leeds,Burnley,1,0,HOME_TEAM
2020,Manchester City vs Newcastle,1.01,1.1,1.22,Manchester City,Newcastle,2,0,HOME_TEAM
2020,Sheffield Utd vs Everton,1.03,1.03,1.02,Sheffield Utd,Everton,0,1,AWAY_TEAM
2020,Arsenal vs Chelsea,1.05,1.04,1.02,Arsenal,Chelsea,3,1,HOME_TEAM
2020,Aston Villa vs Crystal Palace,1.02,1.04,1.04,Aston Villa,Crystal Palace,3,0,HOME_TEAM
2020,Fulham vs Southampton,1.03,1.03,1.03,Fulham,Southampton,0,0,DRAW
2020,Leicester vs Manchester Utd,1.03,1.04,1.02,Leicester,Manchester Utd,2,2,DRAW
2020,Chelsea vs West Ham,1.02,1.04,1.06,Chelsea,West Ham,3,0,HOME_TEAM
2020,Burnley vs Wolves,1.03,1.03,1.02,Burnley,Wolves,2,1,HOME_TEAM
2020,West Brom vs Aston Villa,1.05,1.04,1.02,West Brom,Aston Villa,0,3,AWAY_TEAM
2020,Manchester Utd vs Leeds,1.02,1.04,1.04,Manchester Utd,Leeds,6,2,HOME_TEAM
2020,Tottenham vs Leicester,1.02,1.04,1.04,Tottenham,Leicester,0,2,AWAY_TEAM
2020,Brighton vs Sheffield Utd,1.02,1.03,1.05,Brighton,Sheffield Utd,1,1,DRAW
2020,Newcastle vs Fulham,1.03,1.03,1.03,Newcastle,Fulham,1,1,DRAW
2020,Everton vs Arsenal,1.03,1.03,1.03,Everton,Arsenal,2,1,HOME_TEAM
2020,Southampton vs Manchester City,1.06,1.05,1.02,Southampton,Manchester City,0,1,AWAY_TEAM
2020,Crystal Palace vs Liverpool,1.05,1.04,1.02,Crystal Palace,Liverpool,0,7,AWAY_TEAM
2020,Sheffield Utd vs Manchester Utd,1.07,1.05,1.01,Sheffield Utd,Manchester Utd,2,3,AWAY_TEAM
2020,Aston Villa vs Burnley,1.02,1.04,1.04,Aston Villa,Burnley,0,0,DRAW
2020,Fulham vs Brighton,1.03,1.03,1.03,Fulham,Brighton,0,0,DRAW
2020,Liverpool vs Tottenham,1.02,1.04,1.04,Liverpool,Tottenham,2,1,HOME_TEAM
2020,West Ham vs Crystal Palace,1.02,1.03,1.03,West Ham,Crystal Palace,1,1,DRAW
2020,Arsenal vs Southampton,1.02,1.04,1.03,Arsenal,Southampton,1,1,DRAW
2020,Leeds vs Newcastle,1.02,1.04,1.05,Leeds,Newcastle,5,2,HOME_TEAM
2020,Leicester vs Everton,1.02,1.04,1.04,Leicester,Everton,0,2,AWAY_TEAM
2020,Manchester City vs West Brom,1.01,1.11,1.25,Manchester City,West Brom,1,1,DRAW
2020,Wolves vs Chelsea,1.05,1.04,1.02,Wolves,Chelsea,2,1,HOME_TEAM
2020,Arsenal vs Burnley,1.01,1.05,1.07,Arsenal,Burnley,0,1,AWAY_TEAM
2020,Leicester vs Brighton,1.02,1.04,1.04,Leicester,Brighton,3,0,HOME_TEAM
2020,Fulham vs Liverpool,1.08,1.06,1.01,Fulham,Liverpool,1,1,DRAW
2020,Crystal Palace vs Tottenham,1.04,1.04,1.02,Crystal Palace,Tottenham,1,1,DRAW
2020,Southampton vs Sheffield Utd,1.02,1.04,1.06,Southampton,Sheffield Utd,3,0,HOME_TEAM
2020,Everton vs Chelsea,1.05,1.04,1.02,Everton,Chelsea,1,0,HOME_TEAM
2020,Manchester Utd vs Manchester City,1.05,1.04,1.02,Manchester Utd,Manchester City,0,0,DRAW
2020,Newcastle vs West Brom,1.02,1.03,1.03,Newcastle,West Brom,2,1,HOME_TEAM
2020,Wolves vs Aston Villa,1.03,1.03,1.03,Wolves,Aston Villa,0,1,AWAY_TEAM
2020,Leeds vs West Ham,1.02,1.04,1.03,Leeds,West Ham,1,2,AWAY_TEAM
2020,Brighton vs Southampton,1.02,1.03,1.03,Brighton,Southampton,1,2,AWAY_TEAM
